"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Content Tags","Custom Labels","Is Broadcast","Universal Video ID","Lifetime Post Total Impressions","Lifetime Post Total Reach","Lifetime Total Video Views","Lifetime Unique Video Views","Lifetime Total 30-Second Views","Lifetime Unique 30-Second Views","Lifetime Total watches at 95%","Lifetime Unique watches at 95%","Lifetime Total 60-Second Video Views","Lifetime Unique 60-Second Video Views","Lifetime Auto-Played Video Views","Lifetime Clicked-to-Play Video Views","Lifetime Auto-Played 30-Second Views","Lifetime Clicked-to-Play 30-Second Views","Lifetime Auto-Played watches at 95%","Lifetime Clicked-to-Play watches at 95%","Lifetime Post Paid Impressions","Lifetime Post Organic Impressions","Lifetime Paid Video Views","Lifetime Organic Video Views","Lifetime Paid 30-Second Views","Lifetime Organic 30-Second Views","Lifetime Paid watches at 95%","Lifetime Organic watches at 95%","Lifetime Percentage of views at each interval (video post) - 0","Lifetime Percentage of views at each interval (video post) - 1","Lifetime Percentage of views at each interval (video post) - 2","Lifetime Percentage of views at each interval (video post) - 3","Lifetime Percentage of views at each interval (video post) - 4","Lifetime Percentage of views at each interval (video post) - 5","Lifetime Percentage of views at each interval (video post) - 6","Lifetime Percentage of views at each interval (video post) - 7","Lifetime Percentage of views at each interval (video post) - 8","Lifetime Percentage of views at each interval (video post) - 9","Lifetime Percentage of views at each interval (video post) - 10","Lifetime Percentage of views at each interval (video post) - 11","Lifetime Percentage of views at each interval (video post) - 12","Lifetime Percentage of views at each interval (video post) - 13","Lifetime Percentage of views at each interval (video post) - 14","Lifetime Percentage of views at each interval (video post) - 15","Lifetime Percentage of views at each interval (video post) - 16","Lifetime Percentage of views at each interval (video post) - 17","Lifetime Percentage of views at each interval (video post) - 18","Lifetime Percentage of views at each interval (video post) - 19","Lifetime Percentage of views at each interval (video post) - 20","Lifetime Percentage of views at each interval (video post) - 21","Lifetime Percentage of views at each interval (video post) - 22","Lifetime Percentage of views at each interval (video post) - 23","Lifetime Percentage of views at each interval (video post) - 24","Lifetime Percentage of views at each interval (video post) - 25","Lifetime Percentage of views at each interval (video post) - 26","Lifetime Percentage of views at each interval (video post) - 27","Lifetime Percentage of views at each interval (video post) - 28","Lifetime Percentage of views at each interval (video post) - 29","Lifetime Percentage of views at each interval (video post) - 30","Lifetime Percentage of views at each interval (video post) - 31","Lifetime Percentage of views at each interval (video post) - 32","Lifetime Percentage of views at each interval (video post) - 33","Lifetime Percentage of views at each interval (video post) - 34","Lifetime Percentage of views at each interval (video post) - 35","Lifetime Percentage of views at each interval (video post) - 36","Lifetime Percentage of views at each interval (video post) - 37","Lifetime Percentage of views at each interval (video post) - 38","Lifetime Percentage of views at each interval (video post) - 39","Lifetime Percentage of views at each interval (video post) - 40","Lifetime Percentage of auto-played views at each interval (video post) - 0","Lifetime Percentage of auto-played views at each interval (video post) - 1","Lifetime Percentage of auto-played views at each interval (video post) - 2","Lifetime Percentage of auto-played views at each interval (video post) - 3","Lifetime Percentage of auto-played views at each interval (video post) - 4","Lifetime Percentage of auto-played views at each interval (video post) - 5","Lifetime Percentage of auto-played views at each interval (video post) - 6","Lifetime Percentage of auto-played views at each interval (video post) - 7","Lifetime Percentage of auto-played views at each interval (video post) - 8","Lifetime Percentage of auto-played views at each interval (video post) - 9","Lifetime Percentage of auto-played views at each interval (video post) - 10","Lifetime Percentage of auto-played views at each interval (video post) - 11","Lifetime Percentage of auto-played views at each interval (video post) - 12","Lifetime Percentage of auto-played views at each interval (video post) - 13","Lifetime Percentage of auto-played views at each interval (video post) - 14","Lifetime Percentage of auto-played views at each interval (video post) - 15","Lifetime Percentage of auto-played views at each interval (video post) - 16","Lifetime Percentage of auto-played views at each interval (video post) - 17","Lifetime Percentage of auto-played views at each interval (video post) - 18","Lifetime Percentage of auto-played views at each interval (video post) - 19","Lifetime Percentage of auto-played views at each interval (video post) - 20","Lifetime Percentage of auto-played views at each interval (video post) - 21","Lifetime Percentage of auto-played views at each interval (video post) - 22","Lifetime Percentage of auto-played views at each interval (video post) - 23","Lifetime Percentage of auto-played views at each interval (video post) - 24","Lifetime Percentage of auto-played views at each interval (video post) - 25","Lifetime Percentage of auto-played views at each interval (video post) - 26","Lifetime Percentage of auto-played views at each interval (video post) - 27","Lifetime Percentage of auto-played views at each interval (video post) - 28","Lifetime Percentage of auto-played views at each interval (video post) - 29","Lifetime Percentage of auto-played views at each interval (video post) - 30","Lifetime Percentage of auto-played views at each interval (video post) - 31","Lifetime Percentage of auto-played views at each interval (video post) - 32","Lifetime Percentage of auto-played views at each interval (video post) - 33","Lifetime Percentage of auto-played views at each interval (video post) - 34","Lifetime Percentage of auto-played views at each interval (video post) - 35","Lifetime Percentage of auto-played views at each interval (video post) - 36","Lifetime Percentage of auto-played views at each interval (video post) - 37","Lifetime Percentage of auto-played views at each interval (video post) - 38","Lifetime Percentage of auto-played views at each interval (video post) - 39","Lifetime Percentage of auto-played views at each interval (video post) - 40","Lifetime Percentage of views clicked-to-play at each interval (video post) - 0","Lifetime Percentage of views clicked-to-play at each interval (video post) - 1","Lifetime Percentage of views clicked-to-play at each interval (video post) - 2","Lifetime Percentage of views clicked-to-play at each interval (video post) - 3","Lifetime Percentage of views clicked-to-play at each interval (video post) - 4","Lifetime Percentage of views clicked-to-play at each interval (video post) - 5","Lifetime Percentage of views clicked-to-play at each interval (video post) - 6","Lifetime Percentage of views clicked-to-play at each interval (video post) - 7","Lifetime Percentage of views clicked-to-play at each interval (video post) - 8","Lifetime Percentage of views clicked-to-play at each interval (video post) - 9","Lifetime Percentage of views clicked-to-play at each interval (video post) - 10","Lifetime Percentage of views clicked-to-play at each interval (video post) - 11","Lifetime Percentage of views clicked-to-play at each interval (video post) - 12","Lifetime Percentage of views clicked-to-play at each interval (video post) - 13","Lifetime Percentage of views clicked-to-play at each interval (video post) - 14","Lifetime Percentage of views clicked-to-play at each interval (video post) - 15","Lifetime Percentage of views clicked-to-play at each interval (video post) - 16","Lifetime Percentage of views clicked-to-play at each interval (video post) - 17","Lifetime Percentage of views clicked-to-play at each interval (video post) - 18","Lifetime Percentage of views clicked-to-play at each interval (video post) - 19","Lifetime Percentage of views clicked-to-play at each interval (video post) - 20","Lifetime Percentage of views clicked-to-play at each interval (video post) - 21","Lifetime Percentage of views clicked-to-play at each interval (video post) - 22","Lifetime Percentage of views clicked-to-play at each interval (video post) - 23","Lifetime Percentage of views clicked-to-play at each interval (video post) - 24","Lifetime Percentage of views clicked-to-play at each interval (video post) - 25","Lifetime Percentage of views clicked-to-play at each interval (video post) - 26","Lifetime Percentage of views clicked-to-play at each interval (video post) - 27","Lifetime Percentage of views clicked-to-play at each interval (video post) - 28","Lifetime Percentage of views clicked-to-play at each interval (video post) - 29","Lifetime Percentage of views clicked-to-play at each interval (video post) - 30","Lifetime Percentage of views clicked-to-play at each interval (video post) - 31","Lifetime Percentage of views clicked-to-play at each interval (video post) - 32","Lifetime Percentage of views clicked-to-play at each interval (video post) - 33","Lifetime Percentage of views clicked-to-play at each interval (video post) - 34","Lifetime Percentage of views clicked-to-play at each interval (video post) - 35","Lifetime Percentage of views clicked-to-play at each interval (video post) - 36","Lifetime Percentage of views clicked-to-play at each interval (video post) - 37","Lifetime Percentage of views clicked-to-play at each interval (video post) - 38","Lifetime Percentage of views clicked-to-play at each interval (video post) - 39","Lifetime Percentage of views clicked-to-play at each interval (video post) - 40","Lifetime Post Consumptions by type - clicks to play","Lifetime Post Consumptions by type - link clicks","Lifetime Post Consumptions by type - other clicks","Lifetime Post consumers by type - clicks to play","Lifetime Post consumers by type - link clicks","Lifetime Post consumers by type - other clicks","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - share","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - share"
,,,,,,,,,,,,"Lifetime: The number of impressions of your Page post. (Total Count)","Lifetime: The total number of people your Page post was served to. (Unique Users)","Lifetime: Total number of times your video was viewed for more than 3 seconds. (Total Count)","Lifetime: Number of unique people who viewed your video for more than 3 seconds. (Unique Users)","Lifetime: Total number of times your video was viewed for 30 seconds or viewed to the end, whichever came first. (Total Count)","Lifetime: Number of unique people who viewed your video for 30 seconds or to the end, whichever came first. (Unique Users)","Lifetime: The number of times your video was watched at 95% of its length , including watches that skipped to this point. (Total Count)","Lifetime: The number of unique people who watched your video at 95% of its length, including people that skipped to this point. (Unique Users)","Lifetime: The number of people who viewed your video for at least 60 seconds, given that the video is at least 60 seconds long. (Total Count)","Lifetime: The number of unique people who viewed your video for at least 60 seconds, given that the video is at least 60 seconds long. (Unique Users)","Lifetime: Number of times your video started automatically playing and people viewed it for more than 3 seconds. (Total Count)","Lifetime: Number of times people clicked to play your video and viewed it more than 3 seconds. (Total Count)","Lifetime: Number of times your video started automatically playing and people viewed it for 30 seconds or to the end, whichever came first. (Total Count)","Lifetime: Number of times people clicked to play your video and viewed it for 30 seconds or to the end, whichever came first. (Total Count)","Lifetime: Number of times your video started automatically playing and people watched it at 95% of its length, including watches that skipped to this point. (Total Count)","Lifetime: Number of times people clicked to play your video and watched it at 95% of its length, including watches that skipped to this point. (Total Count)","Lifetime: The number of impressions of your Page post in an Ad or Sponsored Story. (Total Count)","Lifetime: The number of impressions of your post in News Feed or ticker or on your Page's Timeline. (Total Count)","Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count)","Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count)","Lifetime: Number of times your video was viewed for 30 seconds or viewed to the end, whichever came first, after a paid promotion. (Total Count)","Lifetime: Number of times your video was viewed for 30 seconds or viewed to the end, whichever came first, without a paid promotion. (Total Count)","Lifetime: The number of times your video was watched at 95% of its length after paid promotion, including watches that skipped to this point. (Total Count)","Lifetime: The number of times your video was watched at 95% of its length without any paid promotion, including watches that skipped to this point. (Total Count)","Lifetime: Views of your video at each interval as a percentage of all views. This metric doesn't count views of videos while they were live. Retention graphs may show more viewers later in the video than at the beginning. People might start the video in the middle, skip ahead, save and rewatch it from that point, or other similar behaviors. (Total Count)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lifetime: Auto-played views of your video at each interval as a percentage of all auto-played views. This metric does not count views of videos while they were live. Retention graphs may show more viewers later in the video than at the beginning. People might start the video in the middle, skip ahead, save and rewatch it from that point, or other similar behaviors. (Total Count)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lifetime: Clicked-to-play views of your video at each interval as a percentage of all clicked-to-play views. This metric does not count views of videos while they were live. Retention graphs may show more viewers later in the video than at the beginning. People might start the video in the middle, skip ahead, save and rewatch it from that point, or other similar behaviors. (Total Count)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lifetime: The number of clicks anywhere in your post, by type. (Total Count)",,,"Lifetime: The number of people who clicked anywhere in your post, by type. (Unique Users)",,,"Lifetime: The number of stories created about your Page post, by action type. (Total Count)",,,"Lifetime: The number of unique people who created a story about your Page post by interacting with it. (Unique Users)",,
163815626997995_3100209363358592,https://www.facebook.com/C2ST1/posts/3100209363358592,,SharedVideo,,,"07/13/2020 07:41:55 AM"," "," ",,0,,248,225,31,30,0,0,0,0,0,0,30,1,0,0,0,0,0,248,0,31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,5,,1,,,1,
163815626997995_3268804819832378,https://www.facebook.com/C2ST1/posts/3268804819832378,,SharedVideo,,,"09/09/2020 07:19:59 AM"," "," ",,0,,92,85,13,13,0,0,0,0,1,1,13,0,0,0,0,0,0,92,0,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,
163815626997995_955219121616822,https://www.facebook.com/C2ST1/videos/955219121616822/,"Ever wondered how 3D printers actually work? Join C2ST to see one explained and in action!

3D printing and other digital fabrication tools allow designers to go quickly from idea to object. Learn about how 3D printers work, see one in action, and hear about some case studies from the Polsky Center for Entrepreneurship and Innovation at University of Chicago.",Video,,,"07/21/2020 02:00:13 PM"," "," ",,1,,481,419,127,111,32,25,1,1,26,21,92,35,27,5,1,0,0,481,0,127,0,32,0,1,1,0.0656,0.0164,0,0,0,0,0,0,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0638,0.0213,0,0,0,0,0,0,0.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,,17,308,,16,4,4,3,2,4,3
163815626997995_315939189682664,https://www.facebook.com/C2ST1/videos/315939189682664/,"Dr. Kehl-Fie will discuss how a pathogen and host’s struggle for essential metals during an infection informs treatment development and expands our understanding of bacteria!

The emergence of antibiotic resistance makes treating infections more difficult. As a result, drug-resistant bacteria, such as Staphylococcus aureus or MRSA, pose an increasingly serious threat to human health. Transition metals are critical for all forms of life, with 30% of all proteins and 50% of all enzymes predicted to utilize a metal cofactor. Pathogens must acquire these critical nutrients from the host. As a defense, the immune system renders sites of infection virtually devoid of these critical nutrients in an attempt to starve the invaders. To counter this defense, bacteria utilize numerous strategies to obtain essential metals, including transporters that directly bind the metal and those that rely on microbially produced small molecules. The latter strategy, using metallophores, was thought to be limited to facilitating the acquisition of iron. However, recent studies revealed that S. aureus utilizes a metallophore and its cognate machinery to compete with the host for zinc. Dr. Kehl-Fie will discuss how studying this newly identified system and the struggle for metal during infection informs the development of strategies for treating infection and our understanding of bacteria that inhabit diverse environments.",Video,,,"08/27/2020 02:00:20 PM"," "," ",,1,,320,273,65,58,21,19,1,1,15,14,59,6,17,4,1,0,0,320,0,65,0,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,14,5,,12,5,5,1,1,5,1
163815626997995_341645600563706,https://www.facebook.com/C2ST1/videos/341645600563706/,"Join C2ST and Orson Morrison, PsyD for a candid discussion on mental health during the time of Covid-19 and coping strategies that can benefit you and your family!

The COVID-19 pandemic has altered many aspects of life. This presentation will review some effective strategies for children and families as they navigate through this uncertain and unique time in history. Psychological, wellness, and other coping strategies will be reviewed. Hear from an expert on how children and families are being impacted by increased isolation as well as the stress that has risen out of an unprecedented global pandemic. Importantly, Dr. Morrison will also delve into critical coping strategies to improve day to day life in these circumstances.",Video,,,"08/05/2020 02:00:16 PM"," "," ",,1,,470,428,118,106,37,34,0,0,24,22,106,12,30,7,0,0,0,470,0,118,0,37,0,0,1,0.0299,0.0149,0.0149,0.0149,0.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,21,13,,15,5,7,5,4,6,4
163815626997995_604032953849979,https://www.facebook.com/C2ST1/videos/604032953849979/,"Join C2ST and Dean Bashir to explore the grand opportunities to address grand challenges across engineering, biology, and medicine during COVID-19.
In the 8th installment of the Science from the Frontlines series, Dean Bashir gives us a closer look into Grainger College of  Engineering’s response to the COVID-19 crisis including his work developing COVID-19 diagnostics.",Video,,,"07/09/2020 02:00:12 PM"," "," ",,1,,438,369,117,98,25,21,0,0,19,17,99,18,17,8,0,0,0,438,0,117,0,25,0,0,1,0,0,0,0,0,0,0.0147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,12,27,,12,2,12,3,2,10,3
163815626997995_274170123791143,https://www.facebook.com/C2ST1/videos/274170123791143/,"Join C2ST as Dr. Hughes discusses recent and rapid advancements in forensic genomics analyses while also exploring the ethical, legal, and social stakes.
Dr. Hughes will explore the big picture impact of recent and rapid advancements in forensic genomics analyses, particularly the expansion from the use of traditional forensic genetic markers analyzed in state labs to cutting edge techniques only available at private and non-profit labs. Making the most of the often limited DNA evidence can mean the difference between a stalled and successful investigation. But with these new techniques and arenas being utilized for evidence interpretation, we must also consider: what is at stake if we move too fast to take on the next tantalizing technology?  Lack of transparency, wrongful convictions, misinformation, privacy concerns, bias and more will be discussed.  These promising new technologies provide forensic science with the chance to assist in the most troublesome of cases, and addressing these ethical, legal, and social concerns from the beginning will only serve to strengthen their contributions to science and society.",Video,,,"06/25/2020 02:00:14 PM"," "," ",,1,,446,381,131,97,41,29,1,1,36,27,109,22,32,9,1,0,0,446,0,131,0,41,0,1,0.9688,0,0,0,0,0,0,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8182,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,13,11,,10,5,10,2,2,9,2
163815626997995_2700080293429895,https://www.facebook.com/C2ST1/videos/2700080293429895/,"Join C2ST on Facebook Live for a discussion on how art and physics complement one another!

“Scientists and artists both thrive on uncertainty and a sense of adventure.” These two ideas have inspired Lindsay Olson during her residency at Fermilab. Working with Fermilab scientists, like Dr. Kirsty Duffy, she created a body of work about the Standard Model, neutrino research, and the CMS experiment at CERN.
Dr. Duffy will talk about the neutrino, the universe’s weirdest particle. She will share her excitement about the research she is doing at Fermilab with hundreds (or thousands!) of scientists from around the world, and try to explain why she and so many people have dedicated their lives to understanding a particle that can’t even be seen. Lindsay will talk about the impact of working collaboratively with scientists and using what she learns to create art that helps others understand science. She will share how her projects evolved and changed not only how she made art but how she views her role as an artist in the wider community.",Video,,,"06/17/2020 02:00:13 PM"," "," ",,1,,2540,2392,384,322,123,100,1,1,109,88,333,51,84,39,1,0,0,2540,0,384,0,123,0,1,0.9586,0.0237,0.0059,0,0.0059,0,0,0,0,0.0059,0.0059,0.0059,0.0178,0,0,0,0.0059,0,0.0059,0.0118,0,0,0.0059,0,0,0,0,0,0,0,0,0.0059,0,0,0,0,0,0,0,0.0118,0.0118,0.9682,0.0255,0.0064,0,0.0064,0,0,0,0,0,0,0,0.0064,0,0,0,0.0064,0,0.0064,0.0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127,0.0127,0.8333,0,0,0,0,0,0,0,0,0.0833,0.0833,0.0833,0.1667,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,49,,61,44,,37,34,83,4,17,46,4
163815626997995_225096068458728,https://www.facebook.com/C2ST1/videos/225096068458728/,"Join C2ST and Fermilab for the Neutrino 2020 Physics Slam!

Have you always wanted to learn about neutrinos? Did you know there is a virtual conference going on with over 3,000 neutrino physicists? The Physics Slam! will be the closing event of the conference. Three attendees will tell the whole world about neutrinos and neutrino research in 10 minutes or less using whatever means they can think of virtually. They will attempt to amaze and educate in hopes of being the Slam! champion. You’ll have a chance to ask any burning questions you might have and vote for your favorite. One of these physicists will walk away as the Neutrino 2020 Slam! Champion. Join us to find out who it will be.",Video,,,"07/02/2020 02:30:12 PM"," "," ",,1,,792,669,205,181,60,53,0,0,42,37,179,26,48,12,0,0,0,792,0,205,0,60,0,0,1,0.023,0.0115,0.0345,0,0.0115,0,0,0,0.0115,0,0.0115,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0.0115,0.023,0.0115,0,1,0.0128,0.0128,0.0256,0,0.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128,0.0128,0.0128,0,0,1,0.1111,0,0.1111,0,0,0,0,0,0.1111,0,0.1111,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.1111,0,30,,55,28,,38,10,22,3,4,20,3
